,mua_gia_1ACB,mua_gia_1BCM,mua_gia_1BID,mua_gia_1BVH,mua_gia_1CTG,mua_gia_1FPT,mua_gia_1GAS,mua_gia_1GVR,mua_gia_1HDB,mua_gia_1HPG,mua_gia_1MBB,mua_gia_1MSN,mua_gia_1MWG,mua_gia_1NVL,mua_gia_1PDR,mua_gia_1PLX,mua_gia_1POW,mua_gia_1SAB,mua_gia_1SSI,mua_gia_1STB,mua_gia_1TCB,mua_gia_1TPB,mua_gia_1VCB,mua_gia_1VHM,mua_gia_1VIB,mua_gia_1VIC,mua_gia_1VJC,mua_gia_1VNM,mua_gia_1VPB,mua_gia_1VRE,ban_gia_1ACB,ban_gia_1BCM,ban_gia_1BID,ban_gia_1BVH,ban_gia_1CTG,ban_gia_1FPT,ban_gia_1GAS,ban_gia_1GVR,ban_gia_1HDB,ban_gia_1HPG,ban_gia_1MBB,ban_gia_1MSN,ban_gia_1MWG,ban_gia_1NVL,ban_gia_1PDR,ban_gia_1PLX,ban_gia_1POW,ban_gia_1SAB,ban_gia_1SSI,ban_gia_1STB,ban_gia_1TCB,ban_gia_1TPB,ban_gia_1VCB,ban_gia_1VHM,ban_gia_1VIB,ban_gia_1VIC,ban_gia_1VJC,ban_gia_1VNM,ban_gia_1VPB,ban_gia_1VRE,Gia KL,mua_kl_1ACB,mua_kl_1BCM,mua_kl_1BID,mua_kl_1BVH,mua_kl_1CTG,mua_kl_1FPT,mua_kl_1GAS,mua_kl_1GVR,mua_kl_1HDB,mua_kl_1HPG,mua_kl_1MBB,mua_kl_1MSN,mua_kl_1MWG,mua_kl_1NVL,mua_kl_1PDR,mua_kl_1PLX,mua_kl_1POW,mua_kl_1SAB,mua_kl_1SSI,mua_kl_1STB,mua_kl_1TCB,mua_kl_1TPB,mua_kl_1VCB,mua_kl_1VHM,mua_kl_1VIB,mua_kl_1VIC,mua_kl_1VJC,mua_kl_1VNM,mua_kl_1VPB,mua_kl_1VRE,ban_kl_1ACB,ban_kl_1BCM,ban_kl_1BID,ban_kl_1BVH,ban_kl_1CTG,ban_kl_1FPT,ban_kl_1GAS,ban_kl_1GVR,ban_kl_1HDB,ban_kl_1HPG,ban_kl_1MBB,ban_kl_1MSN,ban_kl_1MWG,ban_kl_1NVL,ban_kl_1PDR,ban_kl_1PLX,ban_kl_1POW,ban_kl_1SAB,ban_kl_1SSI,ban_kl_1STB,ban_kl_1TCB,ban_kl_1TPB,ban_kl_1VCB,ban_kl_1VHM,ban_kl_1VIB,ban_kl_1VIC,ban_kl_1VJC,ban_kl_1VNM,ban_kl_1VPB,ban_kl_1VRE,mua_kl_2ACB,mua_kl_2BCM,mua_kl_2BID,mua_kl_2BVH,mua_kl_2CTG,mua_kl_2FPT,mua_kl_2GAS,mua_kl_2GVR,mua_kl_2HDB,mua_kl_2HPG,mua_kl_2MBB,mua_kl_2MSN,mua_kl_2MWG,mua_kl_2NVL,mua_kl_2PDR,mua_kl_2PLX,mua_kl_2POW,mua_kl_2SAB,mua_kl_2SSI,mua_kl_2STB,mua_kl_2TCB,mua_kl_2TPB,mua_kl_2VCB,mua_kl_2VHM,mua_kl_2VIB,mua_kl_2VIC,mua_kl_2VJC,mua_kl_2VNM,mua_kl_2VPB,mua_kl_2VRE,ban_kl_2ACB,ban_kl_2BCM,ban_kl_2BID,ban_kl_2BVH,ban_kl_2CTG,ban_kl_2FPT,ban_kl_2GAS,ban_kl_2GVR,ban_kl_2HDB,ban_kl_2HPG,ban_kl_2MBB,ban_kl_2MSN,ban_kl_2MWG,ban_kl_2NVL,ban_kl_2PDR,ban_kl_2PLX,ban_kl_2POW,ban_kl_2SAB,ban_kl_2SSI,ban_kl_2STB,ban_kl_2TCB,ban_kl_2TPB,ban_kl_2VCB,ban_kl_2VHM,ban_kl_2VIB,ban_kl_2VIC,ban_kl_2VJC,ban_kl_2VNM,ban_kl_2VPB,ban_kl_2VRE
14,24.95,80.3,45.75,48.45,29.35,80.1,101.4,15.625,19.4,21.4,18.4,77.3,38.775,13.300000000000002,13.3,37.7,13.15,177.0,22.05,25.65,29.55,23.05,89.8,50.9,20.9,53.8,101.8,74.4,20.8,29.2,25.0,80.5,45.8,48.55,29.4,80.25,101.5,15.699999999999998,19.45,21.45,18.45,77.4,38.85,13.35,13.35,37.75,13.2,177.1,22.1,25.7,29.6,23.100000000000005,89.9,51.0,20.95,53.9,102.3,74.5,20.85,29.25,1072.3500000000001,9153.930724357218,179.05348408221528,608.8288776501277,140.0,3954.084796115509,290.0,276.68164034037864,2928.0,2352.6390745170092,18882.5,12735.0,360.0,1706.2574999999997,13160.0,6795.0,636.190554514285,14496.613668743548,73.26625354399913,12105.714285714286,12242.0,5053.333333333333,17307.5,770.0,431.4917801395467,5031.765902009573,1180.0,81.08309523809525,4519.0333041473295,9043.954893930715,673.5725000000001,3480.581632368972,90.0,605.0695296184027,352.7972867617369,1593.4091125541124,263.78041666666667,180.37475520747495,2334.0,2571.896574821854,16376.666666666666,14803.1028825226,300.0,1200.0,16843.333333333332,3950.0,668.0880377263867,6830.0,159.42855490310114,13854.0,10870.0,9320.0,2670.0,371.8721511500916,485.0,6273.851244863655,740.0,122.34908615761623,840.9004482481708,5760.3138775405405,810.0,16520.0,229.88391414141424,835.673872384819,457.95129020222396,7280.0,1010.0,417.83435591538444,5387.230680619908,6054.256748309549,32270.0,26303.333333333332,805.9760648705638,1990.0,22390.0,11950.0,925.5474341898666,26842.308053394736,93.66256164256006,19380.0,17850.0,8110.0,11637.177926714718,937.5000600097827,810.0,16689.17344873481,2263.736109379886,96.28092343114403,6240.0,15925.0,1176.0,5005.091752407006,95.54460450905307,974.7442383525848,626.6914470963767,1982.4674924744875,612.9942814756082,301.9150042375847,3807.830093457124,3625.673387493026,25110.0,21590.0,667.6686846621792,2140.0,28630.0,7172.442544406646,1191.0875126161343,18070.0,195.60717809516456,20833.569278405408,15710.0,12361.231103650869,7360.0,558.0976190476191,640.0,8935.699123138285,1020.2289794862301,117.041576665761,1440.0,9780.0,1696.6317709133402
15,25.0,79.5,45.25,48.55,29.5,80.5,100.7,16.15,19.55,21.05,18.75,77.5,40.75,13.550000000000002,13.5,37.45,13.1,177.0,22.8,26.2,30.3,23.2,89.1,50.8,21.05,53.5,101.7,74.5,20.95,29.075000000000003,25.05,79.8,45.3,48.6,29.55,80.6,100.9,16.2,19.6,21.099999999999998,18.8,77.6,40.8,13.6,13.55,37.5,13.15,177.03333333333333,22.849999999999998,26.25,30.35,23.28333333333333,89.2,51.0,21.1,53.6,101.9,74.6,21.0,29.1,1077.2,5320.0,78.90595959595959,985.0,463.7499177211677,3201.2041860465633,1702.7200258318649,250.0,2814.347079342044,1790.0,37274.28571428572,18330.0,480.93957738833336,2090.0,15100.0,8510.624991424176,841.2124067104024,17620.0,249.07908450403593,12080.0,8266.492645011569,3610.0,6990.0,477.8916687589106,1283.63716060691,5520.0,1630.0,111.02349206349204,7182.425233822298,17110.0,1380.0,3608.6298808651018,64.74450513841562,673.399388106095,419.0864801682032,2477.282230459219,535.3129629294168,244.9167868144069,3090.0,5978.020098967017,23410.0,13336.25,525.1429393131048,1586.6666666666667,16150.0,4093.3333333333335,673.5328741757675,23180.0,278.71038550909884,12245.0,8943.333333333334,3467.53645193517,1352.7329048483914,496.97908467317654,2700.0,5103.247722166109,942.1265183944224,122.821378801003,2112.850567446597,9480.0,1599.4978837927067,12650.0,179.61919663669664,1645.0,669.651000078163,4991.949749448656,3389.30464681786,480.7868282614974,5623.7913266267515,3790.0,49922.307692307695,31050.0,1371.620573010602,2930.0,36875.0,14158.0,1375.8811631755923,50140.0,220.0,20600.0,14860.0,6750.257696331187,19005.891464038596,1376.5038956017722,1488.8721505956396,9962.540384956632,5100.0,120.0,5530.851886846731,25550.0,2630.0,12550.0,80.0,762.1512219201563,650.1706825396827,2453.399844917238,739.6484132849874,332.1095676566623,7665.045830547843,10887.633941294109,37065.0,24840.0,739.705069979199,2760.0,20882.5,6990.0,1100.0,37923.333333333336,322.0713557785534,19740.0,15720.0,5265.0,4831.169574742417,850.0,2591.3690476190473,7637.897972236247,1632.8613989680778,99.61414381914385,4455.415397503667,13069.587225335054,1351.2346939822862
16,24.8,79.6,44.3,48.7,29.3,80.2,99.7,15.8,19.5,20.7,18.564285714285713,77.5,40.5,12.95,12.900000000000004,37.25,13.25,175.3,22.2,25.8,29.95,22.8,88.5,49.5,20.95,53.0,101.3,74.3,20.8,28.95,24.850000000000005,79.8,44.35,48.8,29.35,80.3,99.9,15.85,19.6,20.75,18.6,77.6,40.55,13.0,12.950000000000001,37.3,13.300000000000002,175.4,22.25,25.849999999999998,30.0,22.85,88.6,49.55,21.0,53.1,101.5,74.4,20.85,29.0,1069.7,3395.16833356996,74.17148792460597,786.6666666666666,185.2287664872107,1805.3899773777646,776.191843119896,210.0,3150.0,1326.7033274174264,29425.0,16226.0,659.1221755525446,1272.3380674156058,20353.75,7045.0,504.0358291405305,28310.795652702767,157.8095091589591,9520.0,12912.5,3526.6666666666665,3224.1015055038915,403.0511629689161,716.9815874314672,4860.0,1455.0,64.64195374478463,5768.348556169626,10160.0,917.4846798348744,1170.112337026947,50.0,1020.0,168.7967701859873,1420.0,1008.2559562449449,193.3755940898627,1980.0,960.915889988286,20746.666666666668,14100.0,470.0,1416.6666666666667,13940.0,5330.06397318361,849.3403920902459,13035.674997319944,273.8036606152933,9839.496948244941,8819.758258931295,3172.695958233756,1422.3789451481093,440.0,700.0,5792.69263531439,692.3322129620601,156.43645600452507,3066.057579035856,5060.0,1352.8548847741158,4465.8494058092465,112.2903205035136,1600.0,296.05553074691943,4194.368940797187,1509.1566046752516,410.0,4446.43246868905,2570.0,49843.333333333336,15834.34477416361,920.0,3120.0,47229.47368421053,13230.0,950.0,83647.46132094634,189.20519166878265,14830.0,20380.0,6230.0,3761.9941095766094,660.0,1401.96953684269,17965.0,6382.345831238072,111.1645573870574,9075.909813055518,16970.0,2083.5284232748236,4280.0,166.33976271309453,1255.9714430490606,284.9034110306468,2676.322406867486,2674.4948323476365,335.2216897931599,1928.7474645592158,1840.0,43380.0,20230.0,894.1896276336721,2543.3333333333335,26730.0,7840.0,1258.0407374381168,33640.57435759036,480.0,15241.319332386049,19720.940641763267,6115.8565358097,1881.1821553343457,752.2487129699125,926.8077999248994,10630.0,1128.4217843177255,222.10714285714295,2672.808334447548,6620.0,2130.0
17,24.9,79.4,44.3,49.05,29.45,80.2,99.9,16.5,19.6,20.75,18.65,79.2,41.05,14.9,13.8,37.0,13.7,171.3,22.350000000000005,26.072499999999998,30.3,23.05,88.1,51.7,21.3,52.8,100.05,74.1,20.85,28.75,24.95,79.9,44.35,49.1,29.5,80.3,100.0,16.55,19.65,20.8,18.7,79.3,41.15,14.95,13.85,37.05,13.75,171.4,22.400000000000002,26.100000000000005,30.35,23.100000000000005,88.2,51.8,21.350000000000005,52.9,100.3,74.2,20.9,28.8,1075.4,6345.001706349207,131.9749120248306,1430.0,443.5789957414353,3577.5,592.5,357.06284438401667,4086.215060040539,4746.935688038969,17526.25,13063.333333333332,666.9519214878758,1080.0,33882.5,7003.75,590.0,41995.0,135.0,9094.166666666668,9841.666666666668,3491.974189934322,7604.322546026057,1017.122064629013,1012.5760887572015,7949.746568315555,3210.0,88.85806544554843,2998.75,11049.314288714944,1118.9390094133707,4097.37721711389,110.96871878121878,478.62208298587933,740.0,1357.4587718812493,768.1049607512591,342.16695650135415,3360.0,2897.065257934228,15278.333333333332,14125.638900318781,916.1999203521414,873.3333333333334,29394.23076923077,7714.3282287204065,813.925872394946,16006.745410940754,193.73539483395663,7452.857142857143,12767.0,2852.046410461476,1995.0,560.7269415924856,1017.5,5395.0,1565.520775006721,154.50186929435114,2228.091874420152,4261.8629412367,1250.5360767912475,9490.0,210.35537321975357,1918.0,886.1719308971553,4880.0,1090.0,431.9867459000725,8711.445145727746,11927.779461722264,47917.5,27848.809523809523,1364.3509920634922,2030.0,65011.5,14267.380952380952,1215.8333333333335,76610.0,180.21850087388538,16533.333333333336,24702.262380952383,8340.0,17677.942533613477,2310.0,2573.575983772295,21558.253340235147,8659.989665425343,170.0,4845.0,28730.0,2900.0,11260.0,67.99970029949485,887.311235739076,901.4909014750957,2610.0,1339.9159394279077,178.01464931314547,11433.062499028048,9895.414234265412,30348.571428571428,37555.0,1733.3008309515242,1110.0,58420.0,14620.0,1313.0747572382504,48344.67532467532,269.52285714285716,12962.5,24852.5,5875.409234835287,4780.0,1840.0,3115.4519679367527,15018.059545262135,2719.218847936934,150.82695665445664,2675.0854047653715,8300.0,2237.9213212641007
18,24.9,79.5,44.75,48.5,29.35,79.9,99.9,16.2,19.45,20.65,18.55,79.8,40.8,14.66818181818182,13.85,37.2,13.8,171.3,21.95,26.183333333333334,30.55,23.15,88.2,51.3,21.25,52.9,99.6,74.0,20.4,28.7,24.95,79.8,44.8,48.55,29.4,80.0,100.0,16.25,19.5,20.7,18.6,79.95,40.85,14.704999999999998,13.9,37.3,13.849999999999998,171.4,22.0,26.2125,30.6,23.2,88.3,51.4,21.3,53.0,99.8,74.1,20.45,28.75,1073.2333333333333,4662.688583766386,117.56837789661313,750.0,290.0,1805.9585473355871,596.6251359619549,206.39400861778427,3056.6666666666665,4130.0,22083.333333333332,12710.0,792.310115709034,2043.3333333333333,24417.777777777777,4913.333333333333,426.6666666666667,23655.0,95.63545995028288,10465.0,11320.0,3610.0,13520.0,1630.0,1318.854330022591,3000.1899721112554,2164.7654176048272,49.58911452926157,4650.0,14650.0,540.1862278569099,9777.465379497564,47.553585441762294,710.0,528.0460423031418,1907.3359212354935,998.4545174225852,507.48024186443524,2754.4802303657443,3811.2985169609497,19508.571428571428,10620.0,765.0,1250.0593343979415,13613.333333333334,5722.5,567.1270059275924,13185.0,233.51856060606065,7853.333333333333,8811.943428929464,2226.6666666666665,1945.7442846406996,674.1705237260286,2689.2126202317986,4330.0,1053.7762003910025,137.6997619047619,1435.0,6721.446440979444,810.3216022300448,11112.099598411804,234.7532191664545,900.0,678.0721483826608,7940.5286276387305,1265.691328818824,393.32808236630865,8370.864559567799,5747.323666062092,29336.666666666668,21207.5,1460.0,2450.0,38890.0,13770.0,911.2300531711247,210596.66666666666,110.41013611713673,21295.0,18780.0,5804.59027924532,11400.0,1230.0,1676.6175437816344,7488.137145091841,4332.1496015629655,50.51937330316741,2750.0369236132437,20550.0,1302.636170307318,22510.0,94.02386415931849,980.0,678.9065795697206,2623.364290979785,790.0,370.3047505493553,4396.801948907119,4942.030470840396,22800.0,23068.350524034537,1804.0252458465734,1972.8705036316733,22240.0,9970.0,1025.7414005413232,36370.0,270.0,11950.0,16737.14285714286,3720.0,4820.0,1141.55471819046,2060.0,9681.783466598841,1290.1724284495688,185.88786435786432,2076.0726099293984,16337.897777777778,1440.0
19,24.95,79.4,44.6,48.35,29.25,79.5,99.7,15.7,19.55,20.599999999999998,18.55,79.4,40.825,14.5,13.7,36.95,13.4,169.2,21.725,26.399999999999995,29.45,23.3,88.5,50.8,21.15,53.1,98.9,73.1,20.5,28.55,25.0,79.9,44.7,48.4,29.35,79.6,99.8,15.75,19.6,20.65,18.6,79.5,40.9,14.55,13.75,37.0,13.45,169.4,21.766666666666666,26.4375,29.5,23.35,88.6,50.9,21.2,53.2,99.3,73.2,20.55,28.6,1071.35,4370.0,41.6099494949495,519.4756774754321,360.0,1300.0,1120.6709679038117,260.0,3153.3333333333335,2605.9591416661406,14723.321034353383,11323.980829494772,750.0,1167.6242420611538,15556.0,5900.0,440.0,10500.0,150.0,8033.333333333333,9286.15120978553,2033.3333333333333,3922.600179267515,409.696677487469,683.2368295593295,3830.0,1393.7564745758116,53.93928399955702,2336.2266334816904,5156.218918241511,1509.1109243507003,10462.690745824028,77.73281746031745,400.3582835013232,458.8244314531065,1066.833505904493,333.4988488348559,271.91421744371155,2550.0,2273.1081235231413,15335.0,12290.0,1020.0,1187.7567053172124,13980.0,3476.6666666666665,539.5653255485248,9390.0,225.0,9205.0,11135.0,2033.3333333333333,1515.8226145549543,391.22821274459244,1001.9767467209085,3641.1592368581873,1182.4895746045427,78.53148931181207,1812.9778467110184,6256.285766363411,1535.0,20280.0,155.6693822843823,772.3080242643548,609.2375041807143,1890.0,816.1247496560021,546.7449922950743,7930.0,9030.0,36540.0,16495.266498574492,1718.8137213052573,2020.0,35641.0,16480.0,636.0924395339197,18740.0,271.585702487653,22080.0,17270.0,4090.0,11370.0,725.0,1044.2346224430485,9400.0,2108.094748461871,60.0,4500.0,15320.0,2620.546263327527,17350.0,97.41923053469314,650.0,715.755303030303,1876.6666666666667,543.7131333835426,876.1647987513298,3445.0,5500.0,21220.0,25390.0,1805.9701790513316,1230.0,19902.85714285714,4570.127901273271,727.5799936174939,16520.0,320.0,18064.285714285714,17110.0,3500.0,3050.0,450.37028110176,1906.3049296703784,6360.0,1810.0,100.0,2490.0,10400.0,2050.0
20,24.85,78.9,44.6,47.95,28.9,79.4,97.7,15.35,19.4,20.7,18.2,77.5,39.75,14.55,13.35,36.25,13.2,166.4,21.3,25.8,29.05,22.9,88.2,50.36666666666667,20.75,52.5,98.5,72.0,20.45,28.5,24.9,79.3,44.65,48.0,29.0,79.6,97.8,15.4,19.45,20.75,18.25,77.6,39.8,14.6,13.4,36.35,13.25,166.5,21.35,25.85,29.149999999999995,22.95,88.3,50.5,20.8,52.6,98.7,72.1,20.5,28.55,1061.75,4920.0,131.96455102067844,921.5759753436241,280.0,2124.4441464253246,188.34984288160146,290.84146645449493,1974.0,2380.0,17900.0,11180.0,580.7009477878337,472.2456524422083,11310.0,4141.615433134116,635.5126151307664,15450.0,89.1025974025974,12770.0,10290.037677633656,995.8364250029912,2481.5615564779205,560.0,842.6306183367716,3512.832583254675,2020.0,93.70892345021308,1759.4617270440463,14140.0,740.0,1914.025413437419,86.02482742768895,531.214212739429,240.0,1529.8659839759175,600.0,351.10434608149956,1700.0,1790.17608403048,25814.233326075286,19413.333333333332,855.6469546844367,673.6405400397639,10972.857142857143,2976.6166807644577,359.9372529502189,19150.0,282.1379679368357,13674.0,7505.952584280534,1046.6666666666667,1870.488755252945,470.0,550.0,4241.110581264563,895.1103213828349,105.8603348198356,1645.0,7010.0,1226.8644529154951,8048.011783826626,121.19827308155098,1423.8858090416409,384.4371861446935,1680.0,439.4616183795167,322.7674808524809,5534.232891070415,2393.991825315831,30190.0,19100.0,1176.0,1109.5484105382295,25510.0,8033.461236897822,660.0,21690.0,110.33009292777831,20688.781873139455,15970.0,2060.0,5875.96738367168,890.651021893502,1041.671042662114,8361.77586082234,4160.0,84.06127997882945,2580.0,16363.157878933784,868.872025174545,19491.794263388623,155.57955050893526,671.87035358706,340.0,2470.0,862.0809164721031,418.19989022190174,2581.408850920538,4630.795661035816,33156.95901986198,23453.068290274125,1227.5474647234942,1010.0,19010.0,5220.0,544.5177004434522,28891.5336987318,490.35911233681566,22690.0,11330.0,1693.3333333333333,2960.0,888.3695202231517,1450.0,8110.0,1330.0,114.12007138671392,2266.5385403284536,12253.033057186454,1370.0
21,24.85,78.6,44.45,47.3,29.1,79.5,97.0,15.4,19.15,20.85,18.15,78.1,40.25,14.55,13.65,36.7,13.35,165.5,21.3,25.85,29.1,22.85,87.8,50.7,20.7,52.5,99.2,72.05,20.3,28.3,24.9,79.1,44.5,47.4,29.15,79.6,97.1,15.45,19.2,20.9,18.2,78.2,40.3125,14.6,13.7,36.8,13.4,165.75,21.35,25.9,29.15,22.9,87.9,50.8,20.75,52.6,99.6,72.15,20.35,28.35,1062.55,3668.373498855207,168.14357692015585,841.3042271094353,138.32188024995304,1498.2114643272057,208.86456383781723,171.8379266505577,2940.0,2785.0,21374.166666666664,12998.71627921691,479.15347119149357,1257.7941769039371,11180.0,5120.0,188.29569859618744,45932.3407825951,76.47115995842776,10493.75,13032.5,1797.5,2960.0,600.0,752.4720462109576,2645.7916582107828,1983.2791924652931,96.93547619047621,1596.6666666666667,10348.198685857085,2180.060483509793,6678.30289404591,48.2405303030303,835.3189873182787,237.5,2416.1906527874216,674.9871593526747,328.1251455059687,2096.756761401397,2120.0,42221.66666666667,19667.349225469286,913.979615325345,1470.0,8598.0,4977.0908881677315,540.0,7707.039435021626,130.0,15831.94406736229,8673.75,2553.957093820282,1035.0,917.5,1278.364723772014,3517.334488615957,851.34535071175,186.46200794733303,1974.9865469335368,8023.437334379131,2018.767584533215,11679.785727086075,428.81617698821645,1403.7492882790964,142.87886448518802,1555.5568581847954,400.8574611886061,190.0,2948.3230622171013,4403.277692761255,35270.0,28960.0,910.0,2350.0,21527.5,11473.838206724358,360.24176583729644,95569.5065331091,127.29899397579545,15748.75,25112.557284416398,4159.243187641903,4314.070951399103,1028.233699228602,1291.699596313432,8637.851667642453,8846.666666666668,70.67152488165193,1952.5,17282.5,3043.396632245204,14505.750098399129,88.79610109639479,579.8846232882524,272.5,3050.0,1025.0119369679016,441.23783237158796,17110.0,2801.1787558860583,48724.76900801702,23745.0,1458.3333333333335,2148.814806240035,13255.0,8700.0,1260.0,25832.497533624628,150.0,26478.570051257168,11287.5,2900.0,2950.0,1425.0016555194225,1396.5871174476001,5634.563272835933,1308.7282438303964,340.3482185715896,2330.0,17450.0,2320.0
22,24.55,78.7,44.4,46.8,28.95,79.4,96.8,15.5,19.15,20.9,18.15,78.6,40.6,15.0,13.85,36.6,13.35,169.9,21.7,25.8,29.15,22.75,88.3,50.6,20.65,52.5,99.3,72.3,20.1,28.45,24.6,79.3,44.45,46.85,29.0,79.5,96.9,15.55,19.2,20.95,18.2,78.75,40.65,15.049999999999999,13.9,36.65,13.4,170.2,21.75,25.85,29.2,22.8,88.4,50.7,20.7,52.6,99.6,72.4,20.15,28.5,1062.4,8771.25,112.16138056388056,750.2111039148504,245.8616434182291,2211.5711360619594,1327.5306223677458,280.0,4410.87062867436,10296.744006607829,23601.25,11411.0,565.4230313434181,774.0683109607896,27525.0,11122.388837809893,381.7337463830357,11343.75,129.22647209340138,11614.285714285714,15997.5,4774.016281855227,4425.429342373349,633.581761119597,600.0,8568.467875306897,1887.878221858321,114.95457170934436,1926.416328102766,13162.857142857143,1070.0,3903.9836286442455,82.04696005542705,300.0071598080193,300.6960259627621,2465.9069236268924,938.1544369399088,305.56535714285724,1207.413876567704,3424.541430596998,21830.0,16997.5,529.9978997705807,1172.3474998023194,14488.458333333332,5873.333333333334,264.9338376131364,10293.37965760326,173.23927313044743,11352.5,6237.84925279198,3948.6061625248194,3242.5782428795296,651.2018655236915,615.0781330727201,4548.955528116262,1711.7824720093072,148.6129365079365,1274.3311953023444,7075.0,1076.4615594214836,14046.660860836442,387.96408143870315,979.2218838653029,435.3105895922961,3879.149892734947,2052.8285407484664,326.95185846560844,7372.994253358567,14400.530287161584,29920.0,22413.333333333336,930.0,1190.0,34021.11111111111,15201.110417445425,907.3846230454689,67232.4406396707,234.19951177312814,14737.5,37307.311585067095,7010.0,5520.645101909774,1452.468030448447,980.0,11023.666998368128,7590.0,102.11675421878066,2267.417198533922,25370.0,1729.4157230950855,6810.0,100.0,474.97513116931873,431.359021811522,4910.0,1539.678326306219,360.0,3080.293807612735,4269.962196241891,77674.33333333334,27185.668302578735,970.0,1693.293427562494,28477.25,11500.0,447.41974118067685,13750.0,219.77034806682465,19235.0,12060.0,4194.721111274461,1568.3333333333335,915.0,772.5,8396.629269420322,2172.948846223269,247.95283990347656,619.8361889505909,8810.0,1336.6666666666665
